m,TagName,
"2012-10-01 00:00:00","r","1267"
"2012-10-01 00:00:00","ruby","2255"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3187"
"2012-11-01 00:00:00","c#","12228"
"2012-11-01 00:00:00","c++","6267"
"2012-11-01 00:00:00","delphi","442"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","java","13592"
"2012-11-01 00:00:00","javascript","12325"
"2012-11-01 00:00:00","perl","637"
"2012-11-01 00:00:00","php","11747"
"2012-11-01 00:00:00","python","6390"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","ruby","2129"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c","2563"
"2012-12-01 00:00:00","c#","10945"
"2012-12-01 00:00:00","c++","5681"
"2012-12-01 00:00:00","delphi","428"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12408"
"2012-12-01 00:00:00","javascript","11734"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","11030"
"2012-12-01 00:00:00","python","5747"
"2012-12-01 00:00:00","r","1214"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","3"
"2013-01-01 00:00:00","assembly","295"
"2013-01-01 00:00:00","c","2904"
"2013-01-01 00:00:00","c#","12745"
"2013-01-01 00:00:00","c++","6035"
"2013-01-01 00:00:00","delphi","480"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13693"
"2013-01-01 00:00:00","javascript","13780"
"2013-01-01 00:00:00","perl","660"
"2013-01-01 00:00:00","php","12835"
"2013-01-01 00:00:00","python","6561"
"2013-01-01 00:00:00","r","1507"
"2013-01-01 00:00:00","ruby","2305"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3091"
"2013-02-01 00:00:00","c#","12476"
"2013-02-01 00:00:00","c++","6060"
"2013-02-01 00:00:00","delphi","448"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13677"
"2013-02-01 00:00:00","javascript","13612"
"2013-02-01 00:00:00","perl","746"
"2013-02-01 00:00:00","php","12506"
"2013-02-01 00:00:00","python","6726"
"2013-02-01 00:00:00","r","1656"
"2013-02-01 00:00:00","ruby","2214"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3437"
"2013-03-01 00:00:00","c#","14224"
"2013-03-01 00:00:00","c++","7172"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15876"
"2013-03-01 00:00:00","javascript","15265"
"2013-03-01 00:00:00","perl","850"
"2013-03-01 00:00:00","php","14064"
"2013-03-01 00:00:00","python","7610"
"2013-03-01 00:00:00","r","1848"
"2013-03-01 00:00:00","ruby","2558"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","331"
"2013-04-01 00:00:00","c","3523"
"2013-04-01 00:00:00","c#","13865"
"2013-04-01 00:00:00","c++","7108"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16190"
"2013-04-01 00:00:00","javascript","15291"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13358"
"2013-04-01 00:00:00","python","7919"
"2013-04-01 00:00:00","r","1835"
"2013-04-01 00:00:00","ruby","2459"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c","3187"
"2013-05-01 00:00:00","c#","13438"
"2013-05-01 00:00:00","c++","6820"
"2013-05-01 00:00:00","delphi","535"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","java","15235"
"2013-05-01 00:00:00","javascript","15021"
"2013-05-01 00:00:00","perl","902"
"2013-05-01 00:00:00","php","13037"
"2013-05-01 00:00:00","python","7794"
"2013-05-01 00:00:00","r","1778"
"2013-05-01 00:00:00","ruby","2337"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","293"
"2013-06-01 00:00:00","c","2933"
"2013-06-01 00:00:00","c#","12760"
"2013-06-01 00:00:00","c++","6180"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13891"
"2013-06-01 00:00:00","javascript","14573"
"2013-06-01 00:00:00","perl","827"
"2013-06-01 00:00:00","php","12660"
"2013-06-01 00:00:00","python","7585"
"2013-06-01 00:00:00","r","1774"
"2013-06-01 00:00:00","ruby","2220"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","297"
"2013-07-01 00:00:00","c","3006"
"2013-07-01 00:00:00","c#","14140"
"2013-07-01 00:00:00","c++","6570"
"2013-07-01 00:00:00","delphi","506"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15145"
"2013-07-01 00:00:00","javascript","16772"
"2013-07-01 00:00:00","perl","951"
"2013-07-01 00:00:00","php","14248"
"2013-07-01 00:00:00","python","8598"
"2013-07-01 00:00:00","r","1963"
"2013-07-01 00:00:00","ruby","2437"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","211"
"2013-08-01 00:00:00","c","3003"
"2013-08-01 00:00:00","c#","13817"
"2013-08-01 00:00:00","c++","6239"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","java","15016"
"2013-08-01 00:00:00","javascript","16797"
"2013-08-01 00:00:00","perl","834"
"2013-08-01 00:00:00","php","14241"
"2013-08-01 00:00:00","python","7931"
"2013-08-01 00:00:00","r","1915"
"2013-08-01 00:00:00","ruby","2478"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c","3386"
"2013-09-01 00:00:00","c#","13728"
"2013-09-01 00:00:00","c++","6538"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16222"
"2013-09-01 00:00:00","javascript","17653"
"2013-09-01 00:00:00","perl","684"
"2013-09-01 00:00:00","php","14199"
"2013-09-01 00:00:00","python","7950"
"2013-09-01 00:00:00","r","1710"
"2013-09-01 00:00:00","ruby","2387"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","377"
"2013-10-01 00:00:00","c","4230"
"2013-10-01 00:00:00","c#","15160"
"2013-10-01 00:00:00","c++","7953"
"2013-10-01 00:00:00","delphi","520"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18656"
"2013-10-01 00:00:00","javascript","19661"
"2013-10-01 00:00:00","perl","814"
"2013-10-01 00:00:00","php","15257"
"2013-10-01 00:00:00","python","9468"
"2013-10-01 00:00:00","r","2087"
"2013-10-01 00:00:00","ruby","2787"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","417"
"2013-11-01 00:00:00","c","4275"
"2013-11-01 00:00:00","c#","14545"
"2013-11-01 00:00:00","c++","8107"
"2013-11-01 00:00:00","delphi","461"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18695"
"2013-11-01 00:00:00","javascript","18429"
"2013-11-01 00:00:00","perl","819"
"2013-11-01 00:00:00","php","14810"
"2013-11-01 00:00:00","python","9474"
"2013-11-01 00:00:00","r","2186"
"2013-11-01 00:00:00","ruby","2574"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","c","3497"
"2013-12-01 00:00:00","c#","13597"
"2013-12-01 00:00:00","c++","6996"
"2013-12-01 00:00:00","delphi","448"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17412"
"2013-12-01 00:00:00","javascript","17969"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","php","14378"
"2013-12-01 00:00:00","python","8441"
"2013-12-01 00:00:00","r","1905"
"2013-12-01 00:00:00","ruby","2441"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c","3727"
"2014-01-01 00:00:00","c#","15300"
"2014-01-01 00:00:00","c++","7679"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18618"
"2014-01-01 00:00:00","javascript","21070"
"2014-01-01 00:00:00","perl","810"
"2014-01-01 00:00:00","php","16730"
"2014-01-01 00:00:00","python","9824"
"2014-01-01 00:00:00","r","2345"
"2014-01-01 00:00:00","ruby","2756"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","assembly","372"
"2014-02-01 00:00:00","c","3964"
"2014-02-01 00:00:00","c#","15078"
"2014-02-01 00:00:00","c++","7655"
"2014-02-01 00:00:00","delphi","489"
"2014-02-01 00:00:00","go","204"
"2014-02-01 00:00:00","java","19183"
"2014-02-01 00:00:00","javascript","21083"
"2014-02-01 00:00:00","perl","793"
"2014-02-01 00:00:00","php","16456"
"2014-02-01 00:00:00","python","9878"
"2014-02-01 00:00:00","r","2617"
"2014-02-01 00:00:00","ruby","2597"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","451"
"2014-03-01 00:00:00","c","4550"
"2014-03-01 00:00:00","c#","16133"
"2014-03-01 00:00:00","c++","8656"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","21915"
"2014-03-01 00:00:00","javascript","22585"
"2014-03-01 00:00:00","perl","908"
"2014-03-01 00:00:00","php","18249"
"2014-03-01 00:00:00","python","11406"
"2014-03-01 00:00:00","r","2804"
"2014-03-01 00:00:00","ruby","2945"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","364"
"2014-04-01 00:00:00","c","4000"
"2014-04-01 00:00:00","c#","15258"
"2014-04-01 00:00:00","c++","8110"
"2014-04-01 00:00:00","delphi","390"
"2014-04-01 00:00:00","go","341"
"2014-04-01 00:00:00","java","20789"
"2014-04-01 00:00:00","javascript","21341"
"2014-04-01 00:00:00","perl","821"
"2014-04-01 00:00:00","php","17566"
"2014-04-01 00:00:00","python","10738"
"2014-04-01 00:00:00","r","2729"
"2014-04-01 00:00:00","ruby","2743"
"2014-04-01 00:00:00","swift","5"
"2014-05-01 00:00:00","assembly","329"
"2014-05-01 00:00:00","c","3251"
"2014-05-01 00:00:00","c#","13845"
"2014-05-01 00:00:00","c++","6767"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","279"
"2014-05-01 00:00:00","java","17890"
"2014-05-01 00:00:00","javascript","19696"
"2014-05-01 00:00:00","perl","794"
"2014-05-01 00:00:00","php","14676"
"2014-05-01 00:00:00","python","9219"
"2014-05-01 00:00:00","r","2579"
"2014-05-01 00:00:00","ruby","2671"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","268"
"2014-06-01 00:00:00","c","2764"
"2014-06-01 00:00:00","c#","12448"
"2014-06-01 00:00:00","c++","5654"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15865"
"2014-06-01 00:00:00","javascript","18225"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","12933"
"2014-06-01 00:00:00","python","8896"
"2014-06-01 00:00:00","r","2398"
"2014-06-01 00:00:00","ruby","2329"
"2014-06-01 00:00:00","swift","2388"
"2014-07-01 00:00:00","assembly","215"
"2014-07-01 00:00:00","c","2823"
"2014-07-01 00:00:00","c#","13642"
"2014-07-01 00:00:00","c++","6261"
"2014-07-01 00:00:00","delphi","445"
"2014-07-01 00:00:00","go","451"
"2014-07-01 00:00:00","java","17319"
"2014-07-01 00:00:00","javascript","20057"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","php","14212"
"2014-07-01 00:00:00","python","9904"
"2014-07-01 00:00:00","r","2634"
"2014-07-01 00:00:00","ruby","2553"
"2014-07-01 00:00:00","swift","1634"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2671"
"2014-08-01 00:00:00","c#","12462"
"2014-08-01 00:00:00","c++","5866"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15697"
"2014-08-01 00:00:00","javascript","18388"
"2014-08-01 00:00:00","perl","684"
"2014-08-01 00:00:00","php","13143"
"2014-08-01 00:00:00","python","9099"
"2014-08-01 00:00:00","r","2473"
"2014-08-01 00:00:00","ruby","2458"
"2014-08-01 00:00:00","swift","1691"
"2014-09-01 00:00:00","assembly","280"
"2014-09-01 00:00:00","c","3227"
"2014-09-01 00:00:00","c#","12303"
"2014-09-01 00:00:00","c++","6172"
"2014-09-01 00:00:00","delphi","445"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","java","16652"
"2014-09-01 00:00:00","javascript","18083"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","php","13315"
"2014-09-01 00:00:00","python","8763"
"2014-09-01 00:00:00","r","2359"
"2014-09-01 00:00:00","ruby","2271"
"2014-09-01 00:00:00","swift","1897"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c","3799"
"2014-10-01 00:00:00","c#","12534"
"2014-10-01 00:00:00","c++","6828"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","381"
"2014-10-01 00:00:00","java","17861"
"2014-10-01 00:00:00","javascript","18879"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13558"
"2014-10-01 00:00:00","python","9568"
"2014-10-01 00:00:00","r","2772"
"2014-10-01 00:00:00","ruby","2339"
"2014-10-01 00:00:00","swift","2461"
"2014-11-01 00:00:00","assembly","388"
"2014-11-01 00:00:00","c","3658"
"2014-11-01 00:00:00","c#","11854"
"2014-11-01 00:00:00","c++","6543"
"2014-11-01 00:00:00","delphi","425"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","java","17807"
"2014-11-01 00:00:00","javascript","17949"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","13003"
"2014-11-01 00:00:00","python","9563"
"2014-11-01 00:00:00","r","2705"
"2014-11-01 00:00:00","ruby","2113"
"2014-11-01 00:00:00","swift","2557"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","c","3149"
"2014-12-01 00:00:00","c#","11065"
"2014-12-01 00:00:00","c++","6074"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","java","16341"
"2014-12-01 00:00:00","javascript","16952"
"2014-12-01 00:00:00","perl","565"
"2014-12-01 00:00:00","php","12316"
"2014-12-01 00:00:00","python","9030"
"2014-12-01 00:00:00","r","2357"
"2014-12-01 00:00:00","ruby","2145"
"2014-12-01 00:00:00","swift","2484"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","c","3205"
"2015-01-01 00:00:00","c#","11736"
"2015-01-01 00:00:00","c++","6126"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16526"
"2015-01-01 00:00:00","javascript","18513"
"2015-01-01 00:00:00","perl","589"
"2015-01-01 00:00:00","php","13592"
"2015-01-01 00:00:00","python","9676"
"2015-01-01 00:00:00","r","2689"
"2015-01-01 00:00:00","ruby","2426"
"2015-01-01 00:00:00","swift","3048"
"2015-02-01 00:00:00","assembly","357"
"2015-02-01 00:00:00","c","3362"
"2015-02-01 00:00:00","c#","11780"
"2015-02-01 00:00:00","c++","6470"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","382"
"2015-02-01 00:00:00","java","16741"
"2015-02-01 00:00:00","javascript","18653"
"2015-02-01 00:00:00","perl","565"
"2015-02-01 00:00:00","php","13504"
"2015-02-01 00:00:00","python","10194"
"2015-02-01 00:00:00","r","2970"
"2015-02-01 00:00:00","ruby","2259"
"2015-02-01 00:00:00","swift","3235"
"2015-03-01 00:00:00","assembly","384"
"2015-03-01 00:00:00","c","3915"
"2015-03-01 00:00:00","c#","13267"
"2015-03-01 00:00:00","c++","7387"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19754"
"2015-03-01 00:00:00","javascript","20529"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14903"
"2015-03-01 00:00:00","python","11596"
"2015-03-01 00:00:00","r","3564"
"2015-03-01 00:00:00","ruby","2460"
"2015-03-01 00:00:00","swift","3591"
"2015-04-01 00:00:00","assembly","441"
"2015-04-01 00:00:00","c","3949"
"2015-04-01 00:00:00","c#","13084"
"2015-04-01 00:00:00","c++","7141"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","java","19790"
"2015-04-01 00:00:00","javascript","20898"
"2015-04-01 00:00:00","perl","576"
"2015-04-01 00:00:00","php","14950"
"2015-04-01 00:00:00","python","11441"
"2015-04-01 00:00:00","r","3328"
"2015-04-01 00:00:00","ruby","2504"
"2015-04-01 00:00:00","swift","4015"
"2015-05-01 00:00:00","assembly","368"
"2015-05-01 00:00:00","c","3521"
"2015-05-01 00:00:00","c#","13358"
"2015-05-01 00:00:00","c++","6814"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18533"
"2015-05-01 00:00:00","javascript","22139"
"2015-05-01 00:00:00","perl","529"
"2015-05-01 00:00:00","php","14574"
"2015-05-01 00:00:00","python","11208"
"2015-05-01 00:00:00","r","3427"
"2015-05-01 00:00:00","ruby","2503"
"2015-05-01 00:00:00","swift","3795"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c","3165"
"2015-06-01 00:00:00","c#","13530"
"2015-06-01 00:00:00","c++","6518"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17843"
"2015-06-01 00:00:00","javascript","22612"
"2015-06-01 00:00:00","perl","579"
"2015-06-01 00:00:00","php","14360"
"2015-06-01 00:00:00","python","11802"
"2015-06-01 00:00:00","r","3429"
"2015-06-01 00:00:00","ruby","2577"
"2015-06-01 00:00:00","swift","4323"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2814"
"2015-07-01 00:00:00","c#","14111"
"2015-07-01 00:00:00","c++","6700"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","466"
"2015-07-01 00:00:00","java","18684"
"2015-07-01 00:00:00","javascript","23965"
"2015-07-01 00:00:00","perl","577"
"2015-07-01 00:00:00","php","15363"
"2015-07-01 00:00:00","python","12315"
"2015-07-01 00:00:00","r","3981"
"2015-07-01 00:00:00","ruby","2584"
"2015-07-01 00:00:00","swift","5144"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2570"
"2015-08-01 00:00:00","c#","13225"
"2015-08-01 00:00:00","c++","5868"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17086"
"2015-08-01 00:00:00","javascript","22162"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14239"
"2015-08-01 00:00:00","python","11223"
"2015-08-01 00:00:00","r","3492"
"2015-08-01 00:00:00","ruby","2313"
"2015-08-01 00:00:00","swift","5084"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3083"
"2015-09-01 00:00:00","c#","12915"
"2015-09-01 00:00:00","c++","5910"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","421"
"2015-09-01 00:00:00","java","16935"
"2015-09-01 00:00:00","javascript","21394"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13498"
"2015-09-01 00:00:00","python","10967"
"2015-09-01 00:00:00","r","3330"
"2015-09-01 00:00:00","ruby","2157"
"2015-09-01 00:00:00","swift","4549"
"2015-10-01 00:00:00","assembly","430"
"2015-10-01 00:00:00","c","3676"
"2015-10-01 00:00:00","c#","12789"
"2015-10-01 00:00:00","c++","7049"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","427"
"2015-10-01 00:00:00","java","18538"
"2015-10-01 00:00:00","javascript","21815"
"2015-10-01 00:00:00","perl","498"
"2015-10-01 00:00:00","php","13903"
"2015-10-01 00:00:00","python","12478"
"2015-10-01 00:00:00","r","3680"
"2015-10-01 00:00:00","ruby","2192"
"2015-10-01 00:00:00","swift","4293"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3612"
"2015-11-01 00:00:00","c#","12376"
"2015-11-01 00:00:00","c++","7083"
"2015-11-01 00:00:00","delphi","389"
"2015-11-01 00:00:00","go","434"
"2015-11-01 00:00:00","java","17766"
"2015-11-01 00:00:00","javascript","21263"
"2015-11-01 00:00:00","perl","464"
"2015-11-01 00:00:00","php","13313"
"2015-11-01 00:00:00","python","12289"
"2015-11-01 00:00:00","r","3539"
"2015-11-01 00:00:00","ruby","1955"
"2015-11-01 00:00:00","swift","4318"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","c","3084"
"2015-12-01 00:00:00","c#","12134"
"2015-12-01 00:00:00","c++","6559"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","419"
"2015-12-01 00:00:00","java","16540"
"2015-12-01 00:00:00","javascript","21075"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13723"
"2015-12-01 00:00:00","python","11652"
"2015-12-01 00:00:00","r","3179"
"2015-12-01 00:00:00","ruby","2028"
"2015-12-01 00:00:00","swift","4371"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3044"
"2016-01-01 00:00:00","c#","12357"
"2016-01-01 00:00:00","c++","6097"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16615"
"2016-01-01 00:00:00","javascript","22502"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14566"
"2016-01-01 00:00:00","python","12345"
"2016-01-01 00:00:00","r","3536"
"2016-01-01 00:00:00","ruby","2143"
"2016-01-01 00:00:00","swift","4783"
"2016-02-01 00:00:00","assembly","348"
"2016-02-01 00:00:00","c","3275"
"2016-02-01 00:00:00","c#","12726"
"2016-02-01 00:00:00","c++","6551"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","541"
"2016-02-01 00:00:00","java","17839"
"2016-02-01 00:00:00","javascript","22469"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14898"
"2016-02-01 00:00:00","python","13245"
"2016-02-01 00:00:00","r","3587"
"2016-02-01 00:00:00","ruby","2247"
"2016-02-01 00:00:00","swift","4747"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3442"
"2016-03-01 00:00:00","c#","13603"
"2016-03-01 00:00:00","c++","7016"
"2016-03-01 00:00:00","delphi","339"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","java","19889"
"2016-03-01 00:00:00","javascript","24085"
"2016-03-01 00:00:00","perl","468"
"2016-03-01 00:00:00","php","15113"
"2016-03-01 00:00:00","python","14056"
"2016-03-01 00:00:00","r","4042"
"2016-03-01 00:00:00","ruby","2257"
"2016-03-01 00:00:00","swift","5071"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c","3353"
"2016-04-01 00:00:00","c#","13711"
"2016-04-01 00:00:00","c++","6888"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19468"
"2016-04-01 00:00:00","javascript","23443"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14451"
"2016-04-01 00:00:00","python","13646"
"2016-04-01 00:00:00","r","4124"
"2016-04-01 00:00:00","ruby","2213"
"2016-04-01 00:00:00","swift","4746"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2718"
"2016-05-01 00:00:00","c#","13487"
"2016-05-01 00:00:00","c++","6128"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","579"
"2016-05-01 00:00:00","java","17015"
"2016-05-01 00:00:00","javascript","22982"
"2016-05-01 00:00:00","perl","484"
"2016-05-01 00:00:00","php","14416"
"2016-05-01 00:00:00","python","13097"
"2016-05-01 00:00:00","r","3800"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","swift","4413"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2299"
"2016-06-01 00:00:00","c#","13052"
"2016-06-01 00:00:00","c++","5712"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","java","15900"
"2016-06-01 00:00:00","javascript","22139"
"2016-06-01 00:00:00","perl","438"
"2016-06-01 00:00:00","php","13595"
"2016-06-01 00:00:00","python","12901"
"2016-06-01 00:00:00","r","3863"
"2016-06-01 00:00:00","ruby","2108"
"2016-06-01 00:00:00","swift","4790"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2345"
"2016-07-01 00:00:00","c#","11997"
"2016-07-01 00:00:00","c++","5466"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14925"
"2016-07-01 00:00:00","javascript","22196"
"2016-07-01 00:00:00","perl","422"
"2016-07-01 00:00:00","php","12896"
"2016-07-01 00:00:00","python","12817"
"2016-07-01 00:00:00","r","3743"
"2016-07-01 00:00:00","ruby","1900"
"2016-07-01 00:00:00","swift","4928"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2214"
"2016-08-01 00:00:00","c#","12713"
"2016-08-01 00:00:00","c++","5014"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","572"
"2016-08-01 00:00:00","java","15170"
"2016-08-01 00:00:00","javascript","22653"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","php","12859"
"2016-08-01 00:00:00","python","12905"
"2016-08-01 00:00:00","r","3783"
"2016-08-01 00:00:00","ruby","1876"
"2016-08-01 00:00:00","swift","4901"
"2016-09-01 00:00:00","assembly","336"
"2016-09-01 00:00:00","c","2509"
"2016-09-01 00:00:00","c#","11095"
"2016-09-01 00:00:00","c++","5139"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","511"
"2016-09-01 00:00:00","java","14665"
"2016-09-01 00:00:00","javascript","20441"
"2016-09-01 00:00:00","perl","464"
"2016-09-01 00:00:00","php","12121"
"2016-09-01 00:00:00","python","12330"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","ruby","1924"
"2016-09-01 00:00:00","swift","4856"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","c","3206"
"2016-10-01 00:00:00","c#","11446"
"2016-10-01 00:00:00","c++","5967"
"2016-10-01 00:00:00","delphi","267"
"2016-10-01 00:00:00","go","532"
"2016-10-01 00:00:00","java","15320"
"2016-10-01 00:00:00","javascript","20435"
"2016-10-01 00:00:00","perl","405"
"2016-10-01 00:00:00","php","12246"
"2016-10-01 00:00:00","python","13497"
"2016-10-01 00:00:00","r","3784"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","swift","4727"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","c","3262"
"2016-11-01 00:00:00","c#","11643"
"2016-11-01 00:00:00","c++","6072"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
